transaction_id,customer_id,region,category,channel,amount,quantity,discount,promo,event_date
392,2450,EMEA,fashion,online,93.46,7,0.157,none,2024-05-02
393,1333,EMEA,sports,online,26.69,8,0.203,bundle,2024-06-10
394,1626,EMEA,grocery,online,66.36,4,0.238,loyalty,2024-11-26
395,1629,LATAM,fashion,online,175.60,7,0.104,loyalty,2024-01-07
396,1658,AMER,grocery,retail,29.26,4,0.039,none,2024-10-04
397,1477,APAC,electronics,retail,79.63,3,0.023,coupon,2024-11-03
398,1976,AMER,fashion,retail,149.97,8,0.240,bundle,2024-11-01
399,1383,AMER,electronics,retail,31.72,1,0.196,none,2024-10-26
400,1316,APAC,home,online,29.17,3,0.113,none,2024-11-09
401,1403,APAC,grocery,retail,31.49,5,0.102,coupon,2024-06-07
402,1421,APAC,grocery,online,42.84,4,0.178,loyalty,2024-06-06
403,1696,LATAM,home,retail,40.92,3,0.214,none,2024-04-22
404,2087,LATAM,grocery,online,61.17,7,0.204,loyalty,2024-12-28
405,1377,APAC,toys,retail,63.33,8,0.208,none,2024-07-27
406,1025,EMEA,electronics,retail,29.02,1,0.184,coupon,2024-08-18
407,1674,LATAM,home,mobile,38.84,2,0.153,bundle,2024-06-22
408,1568,AMER,sports,retail,49.86,4,0.114,none,2024-02-27
409,2394,EMEA,grocery,retail,147.99,7,0.192,none,2024-05-15
410,2030,EMEA,sports,online,50.00,4,0.201,none,2024-04-23
411,2448,APAC,home,online,210.35,7,0.173,none,2024-05-04
412,1033,APAC,electronics,online,34.67,4,0.159,loyalty,2024-04-05
413,1454,APAC,fashion,retail,21.81,3,0.081,none,2024-12-01
414,1439,LATAM,grocery,retail,79.59,8,0.125,loyalty,2024-10-06
415,2391,EMEA,home,retail,68.75,3,0.149,none,2024-03-24
416,1437,EMEA,electronics,retail,76.18,8,0.175,none,2024-03-18
417,2110,LATAM,grocery,retail,153.49,8,0.022,none,2024-09-18
418,1200,EMEA,fashion,retail,62.19,7,0.119,none,2024-11-10
419,1666,LATAM,home,mobile,73.57,1,0.239,none,2024-10-18
420,1060,LATAM,sports,partner,56.18,3,0.182,none,2024-08-06
421,2363,AMER,grocery,retail,78.30,4,0.026,bundle,2024-11-14
422,1392,AMER,home,retail,80.89,3,0.103,coupon,2024-02-02
423,1600,AMER,grocery,online,64.83,8,0.033,coupon,2024-10-08
424,1381,LATAM,fashion,retail,51.84,6,0.247,none,2024-04-20
425,1495,LATAM,fashion,online,30.44,8,0.224,none,2024-01-24
426,2185,EMEA,electronics,retail,155.98,2,0.006,none,2024-05-18
427,2358,AMER,electronics,retail,24.80,3,0.245,none,2024-09-25
428,2019,AMER,home,retail,20.67,2,0.078,bundle,2024-05-18
429,1009,APAC,electronics,retail,35.68,8,0.225,bundle,2024-01-17
430,1894,APAC,home,online,80.79,5,0.061,none,2024-05-04
431,1384,LATAM,sports,retail,116.30,7,0.014,none,2024-08-11
432,2002,APAC,electronics,retail,57.44,1,0.101,loyalty,2024-12-06
433,1317,EMEA,grocery,online,129.54,5,0.145,bundle,2024-09-22
434,1927,EMEA,grocery,online,63.09,3,0.175,loyalty,2024-06-16
435,1723,LATAM,sports,retail,75.56,4,0.026,none,2024-11-16
436,1058,LATAM,home,mobile,49.36,5,0.219,none,2024-07-03
437,2313,LATAM,fashion,online,54.59,4,0.173,loyalty,2024-06-16
438,1815,APAC,toys,retail,77.75,6,0.001,none,2024-07-12
439,1635,APAC,grocery,online,68.61,1,0.102,none,2024-06-09
440,1581,APAC,toys,retail,87.17,3,0.194,none,2024-11-03
441,1271,EMEA,electronics,online,28.16,4,0.213,none,2024-01-21
442,1786,APAC,fashion,online,80.84,8,0.223,none,2024-07-08
443,1287,AMER,toys,online,69.05,1,0.147,bundle,2024-02-01
444,1687,APAC,toys,mobile,118.62,2,0.141,none,2024-10-10
445,1242,LATAM,electronics,online,114.18,3,0.085,none,2024-02-02
446,1920,LATAM,grocery,retail,38.92,8,0.066,none,2024-10-28
447,2314,EMEA,toys,retail,32.25,3,0.246,none,2024-11-06
448,2179,LATAM,electronics,mobile,80.09,3,0.174,none,2024-08-01
449,1856,EMEA,grocery,retail,53.97,3,0.049,none,2024-01-25
450,2303,EMEA,electronics,online,78.07,8,0.161,none,2024-09-23
451,1820,AMER,home,retail,17.79,1,0.058,coupon,2024-11-07
452,1547,AMER,home,mobile,57.52,2,0.161,none,2024-11-12
453,1839,APAC,home,online,107.41,5,0.031,none,2024-05-07
454,1474,LATAM,electronics,online,49.96,1,0.125,none,2024-10-13
455,1220,LATAM,home,mobile,94.72,3,0.038,none,2024-08-12
456,2225,EMEA,fashion,online,56.27,5,0.159,coupon,2024-11-24
457,1104,APAC,grocery,online,68.21,6,0.135,none,2024-04-01
458,1960,EMEA,sports,retail,51.81,8,0.233,none,2024-04-13
459,1241,APAC,home,mobile,34.65,2,0.001,bundle,2024-12-07
460,2384,LATAM,grocery,mobile,93.10,1,0.108,loyalty,2024-07-14
461,2257,AMER,grocery,mobile,158.13,8,0.078,none,2024-11-19
462,1301,AMER,electronics,retail,67.87,3,0.093,none,2024-04-23
463,1991,APAC,home,retail,178.25,4,0.111,bundle,2024-08-26
464,1678,LATAM,toys,retail,96.78,7,0.220,none,2024-08-02
465,1256,LATAM,electronics,online,43.86,8,0.238,none,2024-10-25
466,2167,APAC,fashion,online,114.05,2,0.239,none,2024-05-03
467,2399,LATAM,toys,online,50.02,2,0.234,none,2024-03-10
468,1609,LATAM,electronics,retail,32.63,7,0.145,none,2024-09-09
469,1472,AMER,electronics,online,35.25,7,0.245,none,2024-08-14
470,1301,AMER,fashion,mobile,46.03,7,0.073,coupon,2024-10-15
471,1382,LATAM,fashion,online,106.55,3,0.222,none,2024-06-07
472,1187,AMER,grocery,retail,19.67,1,0.149,coupon,2024-12-23
473,1948,EMEA,grocery,mobile,101.80,6,0.006,bundle,2024-01-28
474,1447,LATAM,sports,retail,75.01,8,0.184,none,2024-09-27
475,1844,APAC,home,online,26.42,5,0.248,none,2024-08-04
476,1314,AMER,toys,mobile,74.25,8,0.064,none,2024-03-01
477,2084,LATAM,electronics,online,129.76,7,0.174,bundle,2024-05-19
478,1286,EMEA,electronics,online,53.91,5,0.122,bundle,2024-10-28
479,1549,APAC,toys,online,39.19,3,0.078,none,2024-12-20
480,1626,EMEA,home,retail,56.47,1,0.160,none,2024-05-03
481,1525,APAC,fashion,mobile,37.07,1,0.017,loyalty,2024-08-10
482,2101,APAC,fashion,retail,37.40,3,0.031,none,2024-03-28
483,1873,EMEA,fashion,retail,64.69,3,0.062,coupon,2024-02-28
484,2456,APAC,sports,online,42.72,4,0.097,none,2024-11-17
485,1987,AMER,electronics,mobile,64.24,5,0.125,none,2024-02-18
486,2267,AMER,sports,partner,61.33,2,0.155,coupon,2024-09-19
487,1936,EMEA,grocery,retail,48.97,2,0.187,none,2024-01-02
488,1542,APAC,toys,retail,22.86,1,0.197,none,2024-06-20
489,1719,LATAM,electronics,online,17.04,5,0.130,none,2024-05-21
490,1684,EMEA,sports,mobile,134.71,2,0.074,loyalty,2024-05-09
491,1065,AMER,sports,retail,40.19,2,0.007,loyalty,2024-02-14
492,1213,EMEA,electronics,retail,116.70,1,0.168,none,2024-08-26
493,1711,APAC,home,retail,30.61,4,0.122,none,2024-07-12
494,1215,LATAM,home,retail,42.60,3,0.208,coupon,2024-08-10
495,2492,LATAM,toys,retail,53.59,2,0.044,none,2024-06-26
496,1831,APAC,electronics,retail,31.60,2,0.216,none,2024-09-23
497,1319,EMEA,toys,retail,35.92,4,0.129,bundle,2024-06-23
498,1079,LATAM,sports,online,19.59,8,0.029,none,2024-05-13
499,2325,LATAM,sports,retail,39.10,3,0.184,none,2024-07-01
500,1682,EMEA,fashion,online,77.55,2,0.142,none,2024-06-08
501,1571,EMEA,electronics,online,46.08,6,0.067,none,2024-06-07
502,1475,LATAM,home,mobile,118.00,4,0.068,none,2024-07-01
503,1203,AMER,home,retail,44.04,8,0.208,none,2024-02-04
504,1262,APAC,electronics,retail,49.96,1,0.172,none,2024-01-10
505,1797,LATAM,home,retail,101.15,3,0.191,none,2024-01-04
506,1542,APAC,electronics,retail,73.52,1,0.223,coupon,2024-12-11
507,1387,AMER,toys,retail,93.36,6,0.201,coupon,2024-02-11
508,1201,LATAM,grocery,online,39.90,4,0.172,coupon,2024-10-26
509,1823,EMEA,electronics,online,54.82,5,0.006,loyalty,2024-04-09
510,2331,APAC,grocery,retail,30.69,2,0.072,coupon,2024-12-12
511,1977,APAC,electronics,partner,29.56,1,0.163,coupon,2024-04-06
512,1972,LATAM,grocery,mobile,77.40,4,0.149,none,2024-06-12
513,2253,AMER,home,mobile,123.04,1,0.117,bundle,2024-07-28
514,1063,AMER,toys,online,50.39,1,0.109,none,2024-05-06
515,1415,AMER,toys,mobile,47.64,8,0.049,none,2024-05-26
516,1527,AMER,sports,retail,105.56,2,0.156,coupon,2024-07-09
517,1230,EMEA,fashion,retail,47.64,3,0.112,bundle,2024-05-24
518,1184,AMER,fashion,retail,53.09,1,0.031,none,2024-06-02
519,1590,APAC,fashion,retail,53.10,8,0.202,loyalty,2024-01-21
520,1848,EMEA,toys,online,123.22,8,0.071,none,2024-01-03
521,1000,APAC,sports,online,66.59,4,0.230,none,2024-06-16
522,1418,LATAM,grocery,online,105.17,2,0.020,coupon,2024-05-09
523,2398,EMEA,toys,partner,66.47,8,0.088,loyalty,2024-07-13
524,1899,APAC,home,online,88.17,2,0.190,none,2024-05-02
525,1945,AMER,electronics,mobile,62.45,4,0.093,bundle,2024-10-26
526,1882,AMER,home,online,75.80,7,0.101,loyalty,2024-08-23
527,2217,LATAM,fashion,retail,46.57,4,0.211,none,2024-10-07
528,1362,AMER,grocery,partner,77.79,5,0.142,none,2024-01-03
529,1973,EMEA,sports,mobile,125.87,7,0.147,bundle,2024-04-26
530,1136,EMEA,fashion,retail,53.96,1,0.228,none,2024-11-23
531,1737,AMER,fashion,retail,65.61,4,0.016,coupon,2024-01-13
532,1357,EMEA,grocery,retail,62.30,4,0.166,coupon,2024-12-17
533,2189,LATAM,fashion,online,37.00,3,0.216,none,2024-04-11
534,1152,LATAM,grocery,mobile,45.03,3,0.187,none,2024-04-05
535,2125,LATAM,home,online,53.78,6,0.018,none,2024-12-09
536,1815,APAC,grocery,mobile,78.94,7,0.196,none,2024-12-24
537,2462,EMEA,home,retail,32.93,4,0.207,bundle,2024-11-07
538,2482,EMEA,grocery,online,44.07,6,0.050,none,2024-04-28
539,1088,LATAM,grocery,online,77.72,8,0.095,bundle,2024-06-15
540,1490,AMER,fashion,online,95.32,2,0.152,none,2024-08-05
541,1756,EMEA,home,online,58.72,2,0.185,bundle,2024-05-21
542,2086,APAC,home,partner,119.55,3,0.172,coupon,2024-07-12
543,1462,LATAM,fashion,partner,98.06,8,0.093,coupon,2024-05-11
544,1358,APAC,home,retail,98.38,4,0.122,none,2024-10-20
545,1259,EMEA,sports,online,63.43,8,0.082,none,2024-11-22
546,1663,LATAM,toys,online,62.45,5,0.021,none,2024-12-26
547,1154,LATAM,fashion,retail,77.42,4,0.210,none,2024-12-02
548,2433,APAC,toys,online,36.51,4,0.056,none,2024-09-24
549,1805,EMEA,fashion,online,88.29,1,0.051,coupon,2024-02-02
550,1623,AMER,sports,retail,130.36,1,0.154,bundle,2024-03-20
551,1732,LATAM,sports,mobile,76.95,7,0.087,none,2024-02-01
552,1925,LATAM,grocery,mobile,54.04,6,0.068,none,2024-08-17
553,2107,APAC,fashion,mobile,143.47,2,0.096,none,2024-01-28
554,1409,APAC,grocery,partner,85.67,7,0.107,none,2024-11-28
555,1639,APAC,toys,online,77.21,4,0.124,none,2024-12-13
556,1626,EMEA,home,online,27.73,1,0.127,loyalty,2024-02-02
557,1697,APAC,sports,online,39.18,5,0.037,none,2024-10-04
558,1403,APAC,sports,retail,78.39,1,0.153,none,2024-06-20
559,1493,APAC,home,retail,26.12,1,0.101,none,2024-12-09
560,1946,AMER,home,online,36.59,4,0.185,none,2024-09-21
561,1261,APAC,grocery,online,83.44,6,0.189,none,2024-11-16
562,2201,AMER,toys,retail,49.80,3,0.039,coupon,2024-02-08
563,2187,EMEA,grocery,online,27.59,4,0.180,none,2024-11-17
564,1819,AMER,home,retail,23.79,6,0.120,loyalty,2024-05-27
565,1568,AMER,electronics,online,73.26,8,0.207,none,2024-03-26
566,2130,EMEA,sports,mobile,44.90,5,0.158,none,2024-02-10
567,1965,LATAM,toys,partner,65.02,5,0.144,none,2024-08-28
568,1040,LATAM,electronics,online,34.25,3,0.155,bundle,2024-09-19
569,1463,EMEA,fashion,mobile,35.79,5,0.077,none,2024-01-23
570,2181,AMER,grocery,online,44.66,2,0.117,loyalty,2024-10-18
571,2325,LATAM,fashion,retail,93.85,4,0.170,coupon,2024-12-16
572,2237,EMEA,fashion,retail,136.73,8,0.075,none,2024-04-06
573,1944,AMER,sports,mobile,40.75,8,0.088,loyalty,2024-11-16
574,1487,AMER,fashion,retail,55.66,3,0.051,bundle,2024-07-07
575,1258,EMEA,grocery,online,71.20,5,0.028,none,2024-07-01
576,2256,AMER,grocery,mobile,45.21,4,0.208,bundle,2024-01-10
577,2087,LATAM,electronics,partner,25.99,2,0.071,loyalty,2024-07-14
578,1559,EMEA,grocery,mobile,80.23,4,0.212,coupon,2024-11-08
579,1678,LATAM,home,retail,68.44,8,0.108,none,2024-02-03
580,1529,LATAM,sports,online,68.99,8,0.095,none,2024-12-01
581,1531,EMEA,grocery,retail,48.16,6,0.211,coupon,2024-12-07
582,1812,EMEA,home,retail,69.48,2,0.158,bundle,2024-06-02
583,1806,APAC,sports,online,18.73,3,0.186,none,2024-02-14
584,1044,EMEA,home,retail,60.22,7,0.005,none,2024-06-16
585,2179,LATAM,grocery,online,68.83,3,0.087,none,2024-04-09
586,1459,LATAM,home,online,28.20,3,0.138,bundle,2024-10-18
587,1827,EMEA,electronics,mobile,59.25,4,0.044,none,2024-06-18
588,1125,LATAM,home,online,61.54,5,0.216,none,2024-12-18
589,2460,AMER,toys,partner,42.80,3,0.200,bundle,2024-03-06
590,1068,APAC,home,mobile,71.64,2,0.038,none,2024-01-13
591,1588,LATAM,toys,online,68.20,4,0.025,coupon,2024-11-23
592,1156,APAC,sports,online,100.08,7,0.198,loyalty,2024-01-06
593,1728,AMER,home,online,77.62,6,0.095,none,2024-03-09
594,1961,EMEA,electronics,online,48.97,3,0.058,none,2024-10-23
595,1204,AMER,home,online,44.17,2,0.217,none,2024-08-06
596,1107,APAC,fashion,online,93.74,7,0.061,none,2024-05-27
597,1917,LATAM,fashion,online,30.09,4,0.005,none,2024-03-20
598,2034,LATAM,electronics,online,95.61,1,0.110,coupon,2024-09-18
599,1424,APAC,electronics,retail,40.34,3,0.143,none,2024-02-18
600,1046,EMEA,home,mobile,68.00,8,0.236,none,2024-01-10
601,1713,EMEA,grocery,mobile,35.75,7,0.201,none,2024-02-13
602,1936,EMEA,electronics,online,76.52,1,0.173,none,2024-08-04
603,1148,AMER,grocery,online,55.37,5,0.095,none,2024-05-14
604,1061,APAC,electronics,retail,67.51,2,0.249,loyalty,2024-06-05
605,1707,APAC,toys,online,54.55,2,0.041,bundle,2024-12-19
606,1576,EMEA,home,online,62.79,6,0.117,none,2024-07-27
607,1897,AMER,toys,online,146.49,3,0.001,loyalty,2024-12-15
608,1862,LATAM,electronics,online,52.47,3,0.129,none,2024-07-12
609,1183,AMER,home,retail,58.73,7,0.105,coupon,2024-05-16
610,1697,APAC,toys,online,31.87,5,0.142,bundle,2024-03-10
611,1526,EMEA,home,mobile,103.55,1,0.185,none,2024-12-28
612,2021,EMEA,home,partner,107.35,5,0.103,coupon,2024-07-11
613,2190,LATAM,home,online,214.22,6,0.123,loyalty,2024-03-09
614,1531,EMEA,home,online,90.34,5,0.048,none,2024-05-18
615,2336,APAC,grocery,online,40.29,1,0.056,loyalty,2024-12-14
616,1880,LATAM,electronics,online,39.17,3,0.076,none,2024-04-23
617,1135,APAC,home,retail,24.10,1,0.155,bundle,2024-02-02
618,1694,APAC,home,retail,19.68,3,0.050,none,2024-05-03
619,2278,APAC,electronics,online,125.13,3,0.066,coupon,2024-04-28
620,1436,APAC,grocery,online,110.06,6,0.232,none,2024-12-20
621,1358,APAC,grocery,mobile,78.66,1,0.160,coupon,2024-03-07
622,1988,AMER,fashion,mobile,67.26,5,0.003,loyalty,2024-10-11
623,2421,AMER,sports,retail,73.08,7,0.228,loyalty,2024-08-08
624,1323,EMEA,electronics,online,42.89,5,0.061,none,2024-01-27
625,1751,AMER,grocery,online,67.18,3,0.230,none,2024-12-12
626,2179,LATAM,sports,retail,68.88,2,0.205,coupon,2024-09-10
627,2018,AMER,grocery,online,76.64,2,0.111,none,2024-08-21
628,1950,LATAM,home,online,90.55,1,0.137,coupon,2024-06-22
629,1219,LATAM,toys,online,58.39,5,0.097,none,2024-04-12
630,1935,EMEA,home,online,85.47,3,0.086,none,2024-01-06
631,1441,LATAM,home,retail,48.92,4,0.003,none,2024-01-14
632,1671,APAC,sports,online,70.34,3,0.134,none,2024-04-12
633,1838,AMER,grocery,online,43.63,8,0.098,none,2024-08-10
634,1381,LATAM,grocery,online,59.65,4,0.246,bundle,2024-03-12
635,1359,LATAM,fashion,mobile,57.82,4,0.017,none,2024-12-16
636,1769,LATAM,electronics,online,129.40,6,0.030,none,2024-01-18
637,2301,EMEA,fashion,mobile,64.13,4,0.109,bundle,2024-02-19
638,1896,EMEA,home,online,24.37,3,0.120,none,2024-11-04
639,2261,EMEA,grocery,mobile,45.66,1,0.097,loyalty,2024-09-22
640,1335,APAC,toys,online,23.13,8,0.010,none,2024-06-02
641,1420,APAC,sports,retail,49.98,3,0.130,none,2024-10-09
642,2466,APAC,sports,mobile,54.16,5,0.082,none,2024-04-25
643,2141,AMER,sports,online,16.49,3,0.078,none,2024-03-25
644,1044,EMEA,home,retail,111.99,3,0.091,none,2024-06-17
645,1315,AMER,home,retail,71.20,5,0.022,none,2024-01-27
646,2316,EMEA,fashion,online,38.74,1,0.150,none,2024-09-21
647,1747,EMEA,grocery,online,74.01,2,0.131,none,2024-08-19
648,1028,EMEA,grocery,retail,62.51,2,0.094,none,2024-11-15
649,2257,AMER,electronics,online,46.95,2,0.020,bundle,2024-09-04
650,1702,AMER,electronics,retail,33.11,3,0.051,none,2024-06-08
651,1472,AMER,home,online,168.23,5,0.087,none,2024-06-10
652,1355,EMEA,home,retail,37.61,5,0.189,loyalty,2024-01-10
653,1914,EMEA,grocery,mobile,35.06,3,0.153,loyalty,2024-06-24
654,1343,LATAM,grocery,online,90.93,1,0.147,none,2024-05-22
655,1926,AMER,grocery,online,88.26,6,0.075,none,2024-04-27
656,1058,LATAM,toys,retail,54.32,5,0.058,coupon,2024-09-22
657,1889,APAC,home,online,26.19,5,0.188,none,2024-01-04
658,1146,LATAM,home,online,38.38,5,0.079,coupon,2024-09-17
659,1282,LATAM,grocery,retail,28.18,7,0.242,none,2024-03-03
660,2481,APAC,home,online,60.18,1,0.231,none,2024-08-24
661,2295,EMEA,grocery,partner,79.34,3,0.149,bundle,2024-02-22
662,1189,AMER,sports,retail,46.84,3,0.238,none,2024-11-12
663,2053,AMER,electronics,retail,99.69,2,0.045,loyalty,2024-02-12
664,1763,LATAM,fashion,retail,21.80,2,0.041,coupon,2024-11-14
665,1858,LATAM,home,online,133.63,7,0.102,none,2024-06-05
666,2255,AMER,electronics,mobile,68.84,6,0.175,coupon,2024-06-25
667,1741,AMER,grocery,online,152.87,6,0.249,bundle,2024-09-24
668,1390,APAC,electronics,online,33.65,2,0.246,coupon,2024-09-22
669,1963,AMER,electronics,partner,56.83,8,0.087,loyalty,2024-09-06
670,1915,LATAM,fashion,partner,75.76,4,0.183,none,2024-09-18
671,1758,AMER,grocery,partner,31.33,4,0.108,bundle,2024-10-02
672,1128,LATAM,grocery,mobile,66.26,7,0.137,none,2024-10-27
673,1732,LATAM,toys,retail,125.96,8,0.200,coupon,2024-01-07
674,2241,APAC,grocery,online,56.52,3,0.226,loyalty,2024-06-14
675,2129,APAC,grocery,retail,32.67,2,0.245,loyalty,2024-01-12
676,1478,EMEA,sports,retail,67.43,6,0.247,bundle,2024-03-15
677,1632,LATAM,toys,online,61.70,2,0.044,loyalty,2024-03-20
678,2367,AMER,home,mobile,46.31,5,0.044,none,2024-11-03
679,1489,AMER,grocery,retail,61.29,8,0.122,none,2024-06-21
680,1292,LATAM,home,partner,33.80,7,0.028,none,2024-07-19
681,1353,EMEA,sports,online,94.11,2,0.159,bundle,2024-11-14
682,1413,LATAM,sports,retail,68.88,8,0.171,none,2024-07-07
683,1929,LATAM,electronics,retail,40.23,1,0.226,none,2024-05-13
684,2266,LATAM,electronics,partner,62.70,3,0.139,none,2024-02-27
685,2209,AMER,toys,online,69.23,4,0.053,none,2024-01-18
686,1017,AMER,electronics,retail,42.66,6,0.153,bundle,2024-11-26
687,1788,AMER,grocery,retail,98.93,3,0.099,bundle,2024-01-27
688,2143,AMER,home,mobile,35.16,5,0.111,loyalty,2024-04-03
689,1263,AMER,sports,retail,21.26,1,0.009,none,2024-12-01
690,1744,EMEA,grocery,retail,74.81,7,0.081,none,2024-05-22
691,1135,APAC,electronics,online,43.86,4,0.021,bundle,2024-01-01
692,1494,AMER,grocery,online,35.20,7,0.044,none,2024-06-13
693,1027,APAC,sports,mobile,68.66,1,0.181,loyalty,2024-07-06
694,1691,LATAM,electronics,online,32.10,5,0.077,coupon,2024-12-02
695,2131,APAC,toys,retail,52.83,2,0.016,loyalty,2024-12-06
696,2114,AMER,fashion,mobile,61.72,3,0.156,coupon,2024-12-05
697,1411,LATAM,fashion,online,27.55,7,0.107,coupon,2024-11-20
698,2354,LATAM,electronics,online,50.92,5,0.106,none,2024-11-06
699,1983,LATAM,sports,online,179.97,1,0.212,coupon,2024-09-18
700,1837,LATAM,toys,online,81.25,6,0.085,none,2024-04-15
701,2155,APAC,home,online,69.06,2,0.125,coupon,2024-04-20
702,1742,AMER,grocery,online,76.52,6,0.148,none,2024-08-08
703,1455,APAC,home,online,61.90,6,0.243,none,2024-08-04
704,1277,AMER,fashion,online,147.68,2,0.176,none,2024-06-04
705,2149,EMEA,electronics,retail,39.17,6,0.110,coupon,2024-09-07
706,2404,EMEA,grocery,retail,51.54,2,0.186,bundle,2024-03-13
707,2082,APAC,sports,partner,46.97,3,0.174,none,2024-04-22
708,1251,EMEA,home,online,44.86,3,0.055,coupon,2024-06-02
709,2305,AMER,sports,retail,14.91,7,0.038,none,2024-10-23
710,1049,AMER,toys,retail,84.03,2,0.238,coupon,2024-05-21
711,2235,AMER,electronics,mobile,59.99,7,0.127,none,2024-09-07
712,1701,LATAM,grocery,partner,77.59,2,0.167,none,2024-09-23
713,2244,LATAM,grocery,online,21.29,5,0.223,none,2024-05-13
714,1428,APAC,sports,retail,44.58,1,0.061,none,2024-10-17
715,1710,APAC,electronics,online,34.51,1,0.202,none,2024-05-10
716,2208,AMER,fashion,retail,20.14,8,0.090,coupon,2024-12-12
717,1187,AMER,sports,mobile,133.79,1,0.177,none,2024-12-05
718,1605,APAC,sports,retail,76.65,2,0.137,loyalty,2024-01-27
719,1329,APAC,fashion,online,32.66,1,0.135,bundle,2024-10-14
720,1355,EMEA,grocery,partner,38.57,5,0.016,coupon,2024-07-03
721,2449,LATAM,toys,retail,102.15,2,0.007,none,2024-09-06
722,1710,APAC,fashion,online,109.25,1,0.092,none,2024-12-08
723,2050,APAC,fashion,retail,63.75,7,0.005,none,2024-10-24
724,1686,LATAM,home,online,22.89,6,0.026,none,2024-01-08
725,1029,EMEA,fashion,online,47.41,4,0.049,coupon,2024-11-15
726,1236,AMER,grocery,retail,40.80,2,0.077,none,2024-01-22
727,2397,LATAM,grocery,retail,49.90,2,0.102,coupon,2024-11-16
728,1024,APAC,sports,online,85.06,1,0.059,none,2024-05-16
729,1250,APAC,electronics,online,89.82,5,0.034,coupon,2024-07-04
730,2377,AMER,fashion,online,32.93,7,0.080,bundle,2024-07-03
731,1933,EMEA,toys,mobile,51.06,7,0.060,none,2024-04-02
732,1475,LATAM,sports,retail,146.58,7,0.212,none,2024-08-08
733,1436,APAC,grocery,online,66.37,6,0.179,bundle,2024-08-12
734,1494,AMER,fashion,mobile,98.80,1,0.018,none,2024-03-23
735,2421,AMER,electronics,retail,87.07,2,0.210,coupon,2024-01-20
736,2441,EMEA,toys,mobile,71.30,5,0.049,none,2024-07-20
737,2162,EMEA,home,online,83.24,1,0.236,none,2024-06-21
